#Ciudad|posx|posy|tipo|textoxincremento|textoyincremento
# tipo 1 = capital deptal, 2 = ciudad, 5 = cerro, 6 = punto de interes
Trinidad|374|390|1|0|14
Andresito|204|99|2|24|15
Juan José Castro|441|357|2|0|-14
Cerro Colorado|439|510|2|0|14
La Casilla|299|611|2|0|-14
San Gregorio|455|744|2|-30|-14
Ismael Cortinas|242|759|2|59|-14
# cerros
Cos. de Ojosmín|268|507|5|0|14
