#Ciudad|posx|posy|tipo|textoxincremento|textoyincremento
# tipo 1 = capital deptal, 2 = ciudad, 5 = cerro, 6 = punto de interes
Minas|201|689|1|0|14
Batlle y Ordoñez|269|164|2|0|-12
J. P. Varela|572|155|2|0|14
Pirarajá|433|330|2|0|-14
Polanco|248|397|2|0|-14
Gaetán|135|498|2|12|-14
Mariscala|435|488|2|0|-14
Villa del Rosario|94|660|2|0|-14
Solís de Mataojo|96|814|2|0|-12
# cerros
Co. Espuelitas|169|499|5|20|14
Co. Arequita|201|637|5|0|14
Co. Verdún|184|693|5|0|14
Co. Retamosa|505|255|5|0|-14
